TS,T,C,O,H,L,V
1042477200,2003-01-14,177.31,177.31,177.31,177.31,39100
1042563600,2003-01-15,176.43,176.43,176.43,176.43,62700
1042650000,2003-01-16,173.11,173.11,173.11,173.11,104600
1042736400,2003-01-17,173.05,173.05,173.05,173.05,62700
1042995600,2003-01-20,171.4,171.4,171.4,171.4,65500
1043082000,2003-01-21,171.36,171.36,171.36,171.36,71300
1043168400,2003-01-22,170.55,170.55,170.55,170.55,92700
1043254800,2003-01-23,172.03,172.03,172.03,172.03,62200
1043341200,2003-01-24,172.66,172.66,172.66,172.66,66800
1043600400,2003-01-27,172.3,172.3,172.3,172.3,96300
1043686800,2003-01-28,172.38,172.38,172.38,172.38,109500
1044810000,2003-02-10,170.94,170.94,170.94,170.94,77300
1044896400,2003-02-11,167.59,167.59,167.59,167.59,141600
1044982800,2003-02-12,163.91,163.91,163.91,163.91,194500
1045069200,2003-02-13,167.07,167.07,167.07,167.07,99700
1045155600,2003-02-14,168.73,168.73,168.73,168.73,85470
1045414800,2003-02-17,168.49,168.49,168.49,168.49,77850
1045501200,2003-02-18,167.23,167.23,167.23,167.23,72800
1045587600,2003-02-19,166.31,166.31,166.31,166.31,66600
1045674000,2003-02-20,165.99,165.99,165.99,165.99,83200
1045760400,2003-02-21,164.62,164.62,164.62,164.62,93150
1046019600,2003-02-24,165.48,165.48,165.48,165.48,89600
1046106000,2003-02-25,165.29,165.29,165.29,165.29,80600
1046192400,2003-02-26,164.71,164.71,164.71,164.71,44500
1046278800,2003-02-27,164.69,164.69,164.69,164.69,43400
1046365200,2003-02-28,164.61,164.61,164.61,164.61,80200
1046624400,2003-03-03,165.58,165.58,165.58,165.58,71300
1046710800,2003-03-04,164.91,164.91,164.91,164.91,77700
1046797200,2003-03-05,164.34,164.34,164.34,164.34,92300
1046883600,2003-03-06,164.28,164.28,164.28,164.28,67800
1046970000,2003-03-07,164.02,164.02,164.02,164.02,62000
1047229200,2003-03-10,163.57,163.57,163.57,163.57,73200
1047315600,2003-03-11,162.86,162.86,162.86,162.86,62200
1047402000,2003-03-12,162.11,162.11,162.11,162.11,83700
1047488400,2003-03-13,161.63,161.63,161.63,161.63,91300
1047574800,2003-03-14,161.3,161.3,161.3,161.3,65000
1047834000,2003-03-17,160.7,160.7,160.7,160.7,88500
1047920400,2003-03-18,157.83,157.83,157.83,157.83,72200
1048006800,2003-03-19,157.95,157.95,157.95,157.95,79900
1048093200,2003-03-20,156.14,156.14,156.14,156.14,92400
1048179600,2003-03-21,155.24,155.24,155.24,155.24,156000
1048438800,2003-03-24,153.94,153.94,153.94,153.94,100200
1048525200,2003-03-25,153.07,153.07,153.07,153.07,94000
1048611600,2003-03-26,152.36,152.36,152.36,152.36,105900
1048698000,2003-03-27,151.96,151.96,151.96,151.96,92700
1048784400,2003-03-28,150.53,150.53,150.53,150.53,107100
1049043600,2003-03-31,145.41,145.41,145.41,145.41,89400
1049130000,2003-04-01,139.64,139.64,139.64,139.64,160500
1049216400,2003-04-02,144.93,144.93,144.93,144.93,242900
1049302800,2003-04-03,149.18,149.18,149.18,149.18,250200
1049389200,2003-04-04,150.22,150.22,150.22,150.22,209800
1049648400,2003-04-07,149.39,149.39,149.39,149.39,121600
1049734800,2003-04-08,147.14,147.14,147.14,147.14,73900
1049821200,2003-04-09,146.49,146.49,146.49,146.49,69900
1049907600,2003-04-10,147.66,147.66,147.66,147.66,104200
1049994000,2003-04-11,149.27,149.27,149.27,149.27,113100
1050253200,2003-04-14,149.02,149.02,149.02,149.02,107000
1050339600,2003-04-15,148.69,148.69,148.69,148.69,111900
1050426000,2003-04-16,148.78,148.78,148.78,148.78,96400
1050512400,2003-04-17,150.67,150.67,150.67,150.67,180200
1050598800,2003-04-18,152.17,152.17,152.17,152.17,103300
1050858000,2003-04-21,151.97,151.97,151.97,151.97,60200
1050944400,2003-04-22,151.96,151.96,151.96,151.96,126100
1051030800,2003-04-23,152.58,152.58,152.58,152.58,94400
1051117200,2003-04-24,152.98,152.98,152.98,152.98,85500
1051203600,2003-04-25,152.96,152.96,152.96,152.96,182000
1051462800,2003-04-28,152.75,152.75,152.75,152.75,129200
1051549200,2003-04-29,152.54,152.54,152.54,152.54,102500
1052067600,2003-05-05,152.21,152.21,152.21,152.21,317900
1052154000,2003-05-06,153.29,153.29,153.29,153.29,110000
1052240400,2003-05-07,154.82,154.82,154.82,154.82,181900
1052326800,2003-05-08,155.92,155.92,155.92,155.92,139700
1052413200,2003-05-09,156.57,156.57,156.57,156.57,105300
1052672400,2003-05-12,157.89,157.89,157.89,157.89,145200
1052758800,2003-05-13,158.54,158.54,158.54,158.54,174
1052845200,2003-05-14,157.4,157.4,157.4,157.4,160600
1052931600,2003-05-15,155.67,155.67,155.67,155.67,192000
1053018000,2003-05-16,155.8,155.8,155.8,155.8,167800
1053277200,2003-05-19,154.18,154.18,154.18,154.18,99900
1053363600,2003-05-20,154.18,153.9,154.18,153.9,101970
1053450000,2003-05-21,153.36,154.4,154.4,153.36,22000
1053536400,2003-05-22,153.18,152.92,153.18,152.92,108830
1053622800,2003-05-23,152.92,153.32,153.32,152.92,22400
1053882000,2003-05-26,152.78,153.33,153.33,152.78,131600
1053968400,2003-05-27,152.56,152.81,152.81,152.56,118570
1054054800,2003-05-28,152.74,153.04,153.04,152.74,105010
1054141200,2003-05-29,152.32,152.74,152.74,152.32,106380
1054227600,2003-05-30,152.24,152.48,152.48,152.24,110860
1054486800,2003-06-02,151.66,151.45,151.66,151.45,54900
1054573200,2003-06-03,151.6,151.69,151.69,151.6,107630
1054659600,2003-06-04,151.61,151.63,151.63,151.61,36640
1054746000,2003-06-05,151.69,150.79,151.69,150.79,70850
1054832400,2003-06-06,151.82,151.47,151.82,151.47,66130
1055091600,2003-06-09,152.35,152.49,152.49,152.35,75020
1055178000,2003-06-10,152.23,152.2,152.23,152.2,131630
1055264400,2003-06-11,152.25,152.21,152.25,152.21,92760
1055350800,2003-06-12,152.4,152.43,152.43,152.4,71800
1055437200,2003-06-13,152.2,152.59,152.59,152.2,60120
1055696400,2003-06-16,151.97,151.99,151.99,151.97,119470
1055782800,2003-06-17,151.67,151.87,151.87,151.67,92000
1055869200,2003-06-18,151.73,151.62,151.73,151.62,121220
1055955600,2003-06-19,152.02,151.97,152.02,151.97,82120
1056042000,2003-06-20,152.43,152.43,152.43,152.43,99420
1056301200,2003-06-23,151.59,152.24,152.24,151.59,86020
1056387600,2003-06-24,152.01,151.8,152.01,151.8,41430
1056474000,2003-06-25,152.64,152.21,152.64,152.21,32410
1056560400,2003-06-26,151.88,152.4,152.4,151.88,62580
1056646800,2003-06-27,152,152.17,152.17,152,76870
1056906000,2003-06-30,152.27,151.71,152.27,151.71,670500
1056992400,2003-07-01,152.62,152.29,152.62,152.29,95120
1057078800,2003-07-02,151.68,154.14,154.14,151.68,252100
1057165200,2003-07-03,151.84,151.56,151.84,151.56,57450
1057251600,2003-07-04,152.18,152.15,152.18,152.15,39760
1057510800,2003-07-07,152.18,152.08,152.18,152.08,61880
1057597200,2003-07-08,152.26,151.84,152.26,151.84,54730
1057683600,2003-07-09,151.1,152.22,152.22,151.1,55090
1057770000,2003-07-10,151.2,151.33,151.33,151.2,59590
1057856400,2003-07-11,151.22,151.66,151.66,151.22,43070
1058115600,2003-07-14,150.81,151.48,151.48,150.81,25760
1058202000,2003-07-15,150.59,150.6,150.6,150.59,94030
1058288400,2003-07-16,150.68,150.76,150.76,150.68,47250
1058374800,2003-07-17,150.27,150.65,150.65,150.27,49320
1058461200,2003-07-18,150.34,150.75,150.75,150.34,48290
1058720400,2003-07-21,149.93,150.12,150.12,149.93,43310
1058806800,2003-07-22,149.2,149.74,149.74,149.2,45890
1058893200,2003-07-23,149.63,149.28,149.63,149.28,35860
1058979600,2003-07-24,149.87,150.07,150.07,149.87,23310
1059066000,2003-07-25,149.29,149.92,149.92,149.29,23690
1059325200,2003-07-28,148.8,148.78,148.8,148.78,53200
1059411600,2003-07-29,148.02,148.69,148.69,148.02,543190
1059498000,2003-07-30,147.27,147.91,147.91,147.27,75500
1059584400,2003-07-31,146.32,147.13,147.13,146.32,727710
1059670800,2003-08-01,144.89,144.99,144.99,144.89,49940
1059930000,2003-08-04,143.89,144.55,144.55,143.89,121770
1060016400,2003-08-05,143.43,143.2,143.43,143.2,564250
1060102800,2003-08-06,142.66,143.17,143.17,142.66,48320
1060189200,2003-08-07,142.12,142.16,142.16,142.12,126200
1060275600,2003-08-08,140.96,141.55,141.55,140.96,80820
1060534800,2003-08-11,141.66,141.26,141.66,141.26,44880
1060621200,2003-08-12,141.9,141.8,141.9,141.8,70060
1060707600,2003-08-13,141.89,140.99,141.89,140.99,87590
1060794000,2003-08-14,142.73,141.93,142.73,141.93,46180
1060880400,2003-08-15,142.9,143.49,143.49,142.9,84500
1061139600,2003-08-18,143,143.25,143.25,143,127330
1061226000,2003-08-19,142.87,142.9,142.9,142.87,38760
1061312400,2003-08-20,142.25,142.63,142.63,142.25,63460
1061398800,2003-08-21,142.46,142.16,142.46,142.16,56710
1061485200,2003-08-22,142.1,142.56,142.56,142.1,75950
1061744400,2003-08-25,142.26,142.01,142.26,142.01,941220
1061830800,2003-08-26,142.24,142.43,142.43,142.24,233540
1061917200,2003-08-27,142.68,142.82,142.82,142.68,116760
1062003600,2003-08-28,142.1,142.32,142.32,142.1,65660
1062090000,2003-08-29,142.71,142.11,142.71,142.11,242290
1062522000,2003-09-03,142.11,142.51,142.51,142.11,134870
1062608400,2003-09-04,142.05,142.25,142.25,142.05,60620
1062694800,2003-09-05,141.8,141.96,141.96,141.8,75760
1062954000,2003-09-08,141.51,141.8,141.8,141.51,65130
1063040400,2003-09-09,141.73,141.44,141.73,141.44,74330
1063126800,2003-09-10,141.5,141.61,141.61,141.5,112520
1063213200,2003-09-11,141.4,141.4,141.4,141.4,47030
1063299600,2003-09-12,140.91,140.53,140.91,140.53,50560
1063558800,2003-09-15,140.18,140.62,140.62,140.18,303150
1063645200,2003-09-16,140.06,140,140.06,140,197970
1063731600,2003-09-17,140.33,139.95,140.33,139.95,235130
1063818000,2003-09-18,140.26,140.27,140.27,140.26,24220
1063904400,2003-09-19,139.89,140.14,140.14,139.89,147650
1064163600,2003-09-22,139.97,139.85,139.97,139.85,387890
1064250000,2003-09-23,140,139.86,140,139.86,48270
1064336400,2003-09-24,139.88,140.19,140.19,139.88,70740
1064422800,2003-09-25,141.54,141.8,141.8,141.54,76010
1064509200,2003-09-26,139.93,141.25,141.25,139.93,76260
1064768400,2003-09-29,139.27,140.07,140.07,139.27,34820
1064854800,2003-09-30,139.32,139.22,139.32,139.22,581870
1064941200,2003-10-01,139.19,139.31,139.31,139.19,50880
1065027600,2003-10-02,138.92,139.06,139.06,138.92,51480
1065114000,2003-10-03,138.63,138.94,138.94,138.63,746200
1065373200,2003-10-06,138.5,137.61,138.5,137.61,609054
1065459600,2003-10-07,138.22,137.52,138.22,137.52,49490
1065546000,2003-10-08,137.25,136.71,137.25,136.71,27310
1065632400,2003-10-09,136.95,137.32,137.32,136.95,50650
1065718800,2003-10-10,136.57,136.72,136.72,136.57,1085110
1065978000,2003-10-13,136.12,136.52,136.52,136.12,747460
1066064400,2003-10-14,135.61,135.94,135.94,135.61,429756
1066150800,2003-10-15,135.49,135.73,135.73,135.49,85490
1066237200,2003-10-16,134.82,135.41,135.41,134.82,389360
1066323600,2003-10-17,134.46,134.14,134.46,134.14,54000
1066582800,2003-10-20,134.09,134.2,134.2,134.09,756269
1066669200,2003-10-21,133.69,134.06,134.06,133.69,58910
1066755600,2003-10-22,132.72,133.15,133.15,132.72,155830
1066842000,2003-10-23,131.17,132.45,132.45,131.17,272370
1066928400,2003-10-24,130.9,130.91,130.91,130.9,101550
1067187600,2003-10-27,131.44,131.14,131.44,131.14,304980
1067274000,2003-10-28,132.44,131.44,132.44,131.44,566870
1067360400,2003-10-29,133.22,133.27,133.27,133.22,32230
1067446800,2003-10-30,134.1,133.97,134.1,133.97,80740
1067533200,2003-10-31,136.21,135,136.21,135,80320
1067792400,2003-11-03,135.78,136.64,136.64,135.78,111610
1067878800,2003-11-04,135.7,135.97,135.97,135.7,167880
1067965200,2003-11-05,135.97,135.5,135.97,135.5,37910
1068051600,2003-11-06,136.73,136.12,136.73,136.12,9210
1068138000,2003-11-07,137.33,136.63,137.33,136.63,88300
1068397200,2003-11-10,138.19,137.5,138.19,137.5,111150
1068483600,2003-11-11,140.19,138.71,140.19,138.71,85070
1068570000,2003-11-12,143.79,141.36,143.79,141.36,651690
1068656400,2003-11-13,149.59,147.88,149.59,147.88,236730
1068742800,2003-11-14,155.73,156.03,156.03,155.73,232490
1069002000,2003-11-17,154.67,158.17,158.17,154.67,506350
1069088400,2003-11-18,150.09,148.76,150.09,148.76,280930
1069174800,2003-11-19,152.06,148.54,152.06,148.54,196440
1069261200,2003-11-20,155.31,153.35,155.31,153.35,248530
1069347600,2003-11-21,159.98,158.02,159.98,158.02,348630
1069606800,2003-11-24,163.31,163.09,163.31,163.09,270040
1069693200,2003-11-25,165.4,166.04,166.04,165.4,363670
1069779600,2003-11-26,161.61,163.55,163.55,161.61,359260
1069866000,2003-11-27,162.92,161.68,162.92,161.68,205870
1069952400,2003-11-28,163.87,164.5,164.5,163.87,241620
1070211600,2003-12-01,164.86,164.75,164.86,164.75,252600
1070298000,2003-12-02,164.49,164.66,164.66,164.49,267380
1070384400,2003-12-03,164.06,164.21,164.21,164.06,233040
1070470800,2003-12-04,163.6,164.11,164.11,163.6,221090
1070557200,2003-12-05,162.47,163.69,163.69,162.47,742840
1070816400,2003-12-08,161.01,161.63,161.63,161.01,28480
1070902800,2003-12-09,161.85,161.14,161.85,161.14,1754370
1070989200,2003-12-10,161.74,162.14,162.14,161.74,142740
1071075600,2003-12-11,161.84,161.75,161.84,161.75,131730
1071162000,2003-12-12,162.14,161.71,162.14,161.71,352210
1071421200,2003-12-15,163.61,162.74,163.61,162.74,224950
1071507600,2003-12-16,166.14,165.67,166.14,165.67,314500
1071594000,2003-12-17,168.74,169.72,169.72,168.74,506620
1071680400,2003-12-18,168.69,170.36,170.36,168.69,229780
1071766800,2003-12-19,167.93,167.69,167.93,167.69,2724490
1072026000,2003-12-22,167.11,168.5,168.5,167.11,1559620
1072112400,2003-12-23,166.47,166.55,166.55,166.47,427710
1072198800,2003-12-24,166.42,166.78,166.78,166.42,411850
1072285200,2003-12-25,166.48,166.57,166.57,166.48,131170
1072371600,2003-12-26,166.03,166.5,166.5,166.03,93130
1072630800,2003-12-29,165.57,165.98,165.98,165.57,95840
1072717200,2003-12-30,166.06,165.82,166.06,165.82,335590
1072803600,2003-12-31,166.94,166.32,166.94,166.32,380590
1073235600,2004-01-05,169.16,167.69,169.16,167.69,241390
1073322000,2004-01-06,170.26,170.78,170.78,170.26,281830
1073408400,2004-01-07,171.17,170.84,171.17,170.84,168540
1073494800,2004-01-08,171.6,171.79,171.79,171.6,228650
1073581200,2004-01-09,173.27,171.44,173.27,171.44,463060
1073840400,2004-01-12,174.13,173.46,174.13,173.46,156020
1073926800,2004-01-13,175.17,174.65,175.17,174.65,277180
1074013200,2004-01-14,176.35,178.72,178.72,176.35,231540
1074099600,2004-01-15,177.59,176.16,177.59,176.16,322530
1074186000,2004-01-16,183.18,180.23,183.18,180.23,328810
1075136400,2004-01-27,191.87,190.88,191.87,190.88,1013450
1075222800,2004-01-28,200.8,200.73,200.8,200.73,184043
1075309200,2004-01-29,210.46,210.46,210.46,210.46,338460
1075395600,2004-01-30,214.32,217.7,217.7,214.32,1351770
1075654800,2004-02-02,207.14,213.26,213.26,207.14,725800
1075741200,2004-02-03,199.56,200.69,200.69,199.56,859850
1075827600,2004-02-04,208.26,200.03,208.26,200.03,421610
1075914000,2004-02-05,215.33,217.85,217.85,215.33,1231935
1076000400,2004-02-06,213.42,215.35,215.35,213.42,512870
1076259600,2004-02-09,212.55,212.7,212.7,212.55,1310990
1076346000,2004-02-10,213,212.49,213,212.49,572220
1076432400,2004-02-11,212.81,212.77,212.81,212.77,504337
1076518800,2004-02-12,213.76,212.99,213.76,212.99,588620
1076605200,2004-02-13,217.1,215.85,217.1,215.85,1502420
1076864400,2004-02-16,218.22,219.54,219.54,218.22,523450
1076950800,2004-02-17,219.06,214.2,219.06,214.2,1219170
1077037200,2004-02-18,221.99,220.31,221.99,220.31,496550
1077123600,2004-02-19,227.67,225.56,227.67,225.56,1136050
1077210000,2004-02-20,235.3,233.83,235.3,233.83,794210
1077469200,2004-02-23,246.35,244.35,246.35,244.35,3116130
1077555600,2004-02-24,255,256.37,256.37,255,764550
1077642000,2004-02-25,255.11,262.04,262.04,255.11,1247500
1077728400,2004-02-26,250.64,252.53,252.53,250.64,934620
1077814800,2004-02-27,260.6,250.17,260.6,250.17,1388585
1078074000,2004-03-01,271.45,271.44,271.45,271.44,1272730
1078160400,2004-03-02,273.43,275.84,275.84,273.43,1035530
1078246800,2004-03-03,269.86,269.78,269.86,269.78,1046970
1078333200,2004-03-04,265.03,268.24,268.24,265.03,990350
1078419600,2004-03-05,267.53,264.18,267.53,264.18,960380
1078678800,2004-03-08,264.81,266.21,266.21,264.81,572104
1078765200,2004-03-09,256.32,259.29,259.29,256.32,777180
1078851600,2004-03-10,255.47,247.79,255.47,247.79,1517310
1078938000,2004-03-11,261.22,258.62,261.22,258.62,1352830
1079024400,2004-03-12,262.88,263.13,263.13,262.88,579710
1079283600,2004-03-15,264.51,262.42,264.51,262.42,540340
1079370000,2004-03-16,263.1,263.58,263.58,263.1,1435310
1079456400,2004-03-17,260.71,264.02,264.02,260.71,543880
1079542800,2004-03-18,261.54,258.79,261.54,258.79,2082070
1079629200,2004-03-19,261.91,261.79,261.91,261.79,463230
1079888400,2004-03-22,261.47,263.31,263.31,261.47,666310
1079974800,2004-03-23,257.41,259.22,259.22,257.41,1202740
1080061200,2004-03-24,257.33,255.8,257.33,255.8,1084740
1080147600,2004-03-25,264.91,259.23,264.91,259.23,925747
1080234000,2004-03-26,272.3,269.61,272.3,269.61,1181520
1080493200,2004-03-29,275.66,278.25,278.25,275.66,1324260
1080579600,2004-03-30,273.28,274.42,274.42,273.28,750370
1080666000,2004-03-31,277.44,272.92,277.44,272.92,800020
1080752400,2004-04-01,279.71,280.53,280.53,279.71,906260
1080838800,2004-04-02,272.89,274.66,274.66,272.89,292070
1081098000,2004-04-05,270.69,270.63,270.69,270.63,509770
1081184400,2004-04-06,271.3,271.43,271.43,271.3,1127760
1081270800,2004-04-07,269.47,272.03,272.03,269.47,555650
1081357200,2004-04-08,262.47,267.26,267.26,262.47,1159180
1081443600,2004-04-09,259.65,263.4,263.4,259.65,402060
1081702800,2004-04-12,254.41,258.52,258.52,254.41,519580
1081789200,2004-04-13,250.52,251.84,251.84,250.52,524840
1081875600,2004-04-14,251.24,250.45,251.24,250.45,397800
1081962000,2004-04-15,256.05,253.47,256.05,253.47,346690
1082048400,2004-04-16,259.43,259.67,259.67,259.43,1307400
1082307600,2004-04-19,255.38,258.62,258.62,255.38,235980
1082394000,2004-04-20,254.82,252.78,254.82,252.78,1265280
1082480400,2004-04-21,256.4,257.85,257.85,256.4,287640
1082566800,2004-04-22,258.39,258.89,258.89,258.39,290182
1082653200,2004-04-23,259.76,258.85,259.76,258.85,1487100
1082912400,2004-04-26,260.53,259.75,260.53,259.75,2331060
1082998800,2004-04-27,261.13,261.39,261.39,261.13,227790
1083085200,2004-04-28,262.21,261.8,262.21,261.8,175020
1083171600,2004-04-29,264.43,263.7,264.43,263.7,3608780
1083603600,2004-05-04,265.6,265.03,265.6,265.03,600430
1083690000,2004-05-05,264.13,265.52,265.52,264.13,121990
1083776400,2004-05-06,261.68,263.13,263.13,261.68,174530
1083862800,2004-05-07,261.32,261.03,261.32,261.03,1160420
1084122000,2004-05-10,258.21,260.28,260.28,258.21,175080
1084208400,2004-05-11,256.91,256.16,256.91,256.16,536260
1084294800,2004-05-12,262.65,257.69,262.65,257.69,615210
1084381200,2004-05-13,263.63,264.94,264.94,263.63,173820
1084467600,2004-05-14,261.49,262.82,262.82,261.49,1180490
1084726800,2004-05-17,260.23,260.87,260.87,260.23,477870
1084813200,2004-05-18,260.79,262.21,262.21,260.79,86150
1084899600,2004-05-19,261.3,260.79,261.3,260.79,122750
1084986000,2004-05-20,261.58,261.58,261.58,261.58,1335565
1085072400,2004-05-21,261.13,261.54,261.54,261.13,648220
1085331600,2004-05-24,261.97,262.33,262.33,261.97,2490653
1085418000,2004-05-25,258.31,261.32,261.32,258.31,1824960
1085504400,2004-05-26,253.98,254.94,254.94,253.98,178800
