<Date>,<Close>,<Open>,<High>,<Low>,<Volume>
2012-05-09,487.62,488.19,490.49,485.33,109813000
2012-05-10,486.07,490.03,491.35,482.68,124478310
2012-05-11,480.10,487.68,488.13,479.87,110416050
2012-05-14,469.69,477.73,483.15,469.69,88313720
2012-05-15,455.65,462.97,467.63,455.47,91695260
2012-05-16,449.91,455.75,458.57,446.38,83065900
2012-05-17,442.58,449.77,453.72,442.58,69652870
2012-05-18,434.95,439.69,440.24,430.29,76373980
2012-05-21,448.02,438.53,448.19,438.53,63857990
2012-05-22,447.94,451.32,453.70,446.84,60298060
2012-05-23,436.75,443.60,446.20,436.75,56728440
2012-05-24,426.92,431.39,435.59,425.65,52125440
2012-05-25,437.38,432.62,438.42,431.01,57164750
2012-05-28,435.48,443.24,443.24,433.42,64208990
2012-05-29,431.44,431.75,432.91,429.11,45872090
2012-05-30,435.34,433.29,437.31,432.39,43479360
2012-05-31,429.20,431.84,433.94,428.52,45438440
2012-06-01,428.80,430.75,432.27,427.99,40392570
2012-06-04,416.65,426.91,427.58,416.65,62960500
2012-06-05,421.02,413.96,421.02,413.58,45026700
2012-06-06,426.39,421.09,427.17,420.81,43022010
2012-06-07,434.41,431.14,436.68,428.61,64636670
2012-06-08,432.90,439.02,441.46,432.90,80032950
2012-06-11,432.50,432.15,435.86,430.28,53036630
2012-06-12,428.16,432.89,432.89,428.04,51907140
2012-06-13,427.61,429.73,429.73,424.86,45700390
2012-06-14,425.28,425.74,428.59,424.05,42057240
2012-06-15,433.09,425.62,433.09,425.62,69270580
2012-06-18,435.59,436.89,439.29,433.75,56097120
2012-06-19,431.08,434.04,435.11,430.23,38876360
2012-06-20,432.89,431.80,434.16,429.20,29800090
2012-06-21,431.14,432.27,433.49,430.83,37060530
2012-06-22,427.17,429.95,430.19,426.50,48829270
2012-06-25,424.12,426.54,429.81,422.95,47764430
2012-06-26,419.19,421.17,421.76,417.92,45758250
2012-06-27,418.04,419.78,422.17,418.00,38965550
2012-06-28,418.16,418.04,418.78,415.34,34918150
2012-06-29,422.37,420.76,422.37,418.49,29707980
2012-07-02,419.30,421.94,424.95,418.18,29566340
2012-07-03,413.09,416.47,417.21,411.86,39604310
2012-07-04,410.73,413.41,416.03,410.73,26185920
2012-07-05,413.83,410.85,413.83,408.43,29125000
2012-07-06,415.44,414.01,417.97,413.53,35761520
2012-07-09,408.12,413.59,414.39,407.51,28468730
2012-07-10,405.39,406.40,409.86,405.39,23787430
2012-07-11,407.28,405.29,408.21,405.07,19661440
2012-07-12,408.72,408.16,409.70,407.45,24196650
2012-07-13,416.98,409.85,416.98,409.85,52781490
2012-07-16,413.98,417.54,418.78,413.28,39131160
2012-07-17,417.55,411.72,418.50,411.72,35729970
2012-07-18,418.83,418.19,419.91,416.10,37431400
2012-07-19,428.38,417.77,428.38,417.77,72870110
2012-07-20,424.47,432.10,432.46,424.47,66737560
2012-07-23,421.99,423.31,426.13,421.42,46579310
2012-07-24,415.63,420.19,420.62,414.60,41476390
2012-07-25,412.91,412.94,415.71,412.56,39084070
2012-07-26,414.80,413.78,416.63,412.89,29727140
2012-07-27,413.16,416.43,417.68,412.47,34240000
2012-07-30,415.00,410.57,415.23,410.08,23591670
2012-07-31,414.48,415.70,416.57,414.19,20631280
2012-08-01,412.55,413.73,413.99,410.94,25901500
2012-08-02,416.10,414.23,417.96,414.23,18712110
2012-08-03,418.21,417.63,419.26,417.09,21684770
2012-08-06,423.16,419.29,423.77,419.29,39532210
2012-08-07,422.50,423.72,425.46,422.44,29412990
2012-08-08,423.57,422.74,424.52,421.31,22369090
2012-08-09,426.98,424.43,428.21,424.43,37482300
2012-08-10,425.56,427.49,427.93,425.06,31538750
2012-08-13,426.17,423.79,426.38,423.44,23477000
2012-08-14,429.47,425.79,430.89,425.79,44659470
2012-08-15,430.77,429.96,432.44,429.96,31649990
2012-08-16,430.83,432.25,433.63,429.43,24219370
2012-08-17,433.45,430.83,434.72,430.83,33643260
2012-08-20,437.28,435.33,437.61,434.92,32299370
2012-08-21,416.84,430.79,430.79,416.23,61664400
2012-08-22,410.23,404.22,413.42,404.17,67225540
2012-08-23,392.82,400.03,400.07,391.54,37075760
2012-08-24,399.72,379.45,402.22,378.17,88370910
2012-08-27,386.19,395.36,395.37,385.05,39922570
2012-08-28,385.78,381.06,386.05,379.61,36811080
2012-08-29,393.06,389.85,394.04,389.85,35740700
2012-08-30,397.25,394.90,399.44,393.37,35280960
2012-08-31,396.02,396.88,398.19,394.29,26853510
2012-09-04,402.08,397.37,403.25,397.37,23083200
2012-09-05,398.92,403.00,404.87,396.31,38133340
2012-09-06,393.41,396.41,398.77,393.41,27330310
2012-09-07,397.51,395.25,397.51,392.56,29332820
2012-09-10,388.88,395.72,396.27,386.19,40663290
2012-09-11,386.62,383.87,388.02,383.87,33882860
2012-09-12,388.35,387.95,390.30,387.47,29879350
2012-09-13,391.36,388.55,391.36,387.68,29438490
2012-09-14,398.87,398.13,400.09,395.14,42312440
2012-09-17,401.75,400.55,405.27,400.07,30647860
2012-09-18,394.51,403.48,405.05,392.98,39909580
2012-09-19,394.55,391.05,396.17,390.89,37098740
2012-09-20,389.28,393.05,393.42,385.90,41727780
2012-09-21,395.48,391.00,395.55,391.00,49705410
2012-09-24,390.37,392.16,394.54,390.08,23173940
2012-09-25,391.77,391.17,394.06,390.14,20454330
2012-09-26,395.12,392.51,397.86,392.51,22285450
2012-09-27,393.34,395.66,396.67,391.34,23383850
2012-09-28,392.57,392.11,393.91,390.99,21087270
2012-10-01,386.55,391.74,391.86,386.55,27156800
2012-10-02,384.32,386.78,387.62,384.20,25540110
2012-10-03,385.37,385.61,387.60,383.07,26431310
2012-10-04,384.51,385.68,386.66,383.62,20410900
2012-10-05,388.16,384.78,388.16,384.65,23961840
2012-10-08,393.45,387.83,393.45,387.83,32959790
2012-10-09,393.67,394.36,394.87,392.26,33817860
2012-10-10,394.66,393.43,394.66,392.63,36353960
2012-10-11,394.19,395.32,397.55,393.87,40188670
2012-10-12,392.54,394.17,395.01,392.26,40913060
2012-10-15,391.56,392.88,394.19,390.72,35599600
2012-10-16,399.22,392.60,399.22,392.60,38611240
2012-10-17,397.02,399.22,400.97,395.91,34501760
2012-10-18,398.51,395.94,399.55,395.94,33648950
2012-10-19,398.23,399.52,400.46,394.98,48971260
2012-10-22,397.00,397.77,398.34,394.69,29878260
2012-10-23,397.71,397.27,399.22,395.89,19229645
2012-10-24,395.45,397.69,398.43,395.24,23435510
2012-10-25,389.92,393.79,394.54,389.92,29179710
2012-10-26,391.70,390.05,393.13,389.50,20270490
2012-10-29,391.36,390.96,392.60,390.63,17333440
2012-10-30,389.86,391.13,392.17,389.64,19925250
2012-10-31,388.42,388.50,390.05,387.39,19971150
2012-11-01,387.95,388.10,389.74,387.95,23091350
2012-11-02,375.26,378.74,380.33,374.98,51024090
2012-11-05,377.27,372.39,378.45,372.39,27392320
2012-11-06,376.95,377.27,379.05,375.12,21859910
2012-11-07,380.90,377.83,381.22,375.75,27064820
2012-11-08,385.60,380.32,385.60,380.13,21553300
2012-11-09,386.71,385.61,386.79,383.72,23169930
2012-11-12,388.62,386.71,388.94,385.66,32872920
2012-11-13,385.22,387.52,388.43,385.15,27887200
2012-11-14,387.71,384.74,389.40,384.61,22054410
2012-11-15,386.91,389.84,390.65,386.60,24204300
2012-11-16,385.71,385.83,386.25,383.16,18280560
2012-11-19,383.32,384.83,386.22,382.42,18508160
2012-11-20,385.10,383.23,385.37,381.84,20945930
2012-11-21,383.87,385.18,385.80,382.72,19043880
2012-11-22,383.22,383.44,384.10,382.57,14762810
2012-11-23,381.71,383.22,384.25,381.14,18588540
2012-11-26,377.90,382.43,382.62,377.82,19424070
2012-11-27,376.89,377.77,378.62,376.08,14100000
2012-11-28,375.79,376.13,377.32,374.15,16208860
2012-11-29,378.20,377.45,378.62,376.93,14745550
2012-11-30,377.82,380.01,380.18,377.52,42641753
2012-12-03,379.27,377.94,379.27,375.78,17188480
2012-12-04,382.10,379.02,382.10,377.89,23715390
2012-12-05,385.69,382.10,387.05,382.10,35839740
2012-12-06,385.69,385.59,386.62,384.53,30784560
2012-12-07,383.80,386.44,386.60,383.80,26109500
2012-12-10,386.69,384.84,387.67,383.53,38296950
2012-12-11,389.37,386.25,389.37,385.81,35197200
2012-12-12,391.08,388.41,393.13,386.46,45925850
2012-12-13,391.19,393.04,393.81,390.57,41652240
2012-12-14,392.21,392.23,394.61,392.05,35228470
2012-12-17,393.63,391.37,395.30,391.31,44543430
2012-12-18,393.39,396.21,396.45,392.34,44355940
2012-12-19,398.59,395.84,398.59,395.34,64520540
2012-12-20,399.68,399.13,400.71,397.86,61282060
2012-12-21,396.78,397.49,400.27,394.27,61459550
2012-12-24,399.71,397.25,400.22,396.57,37347230
2012-12-25,401.34,401.01,401.72,398.09,43120810
2012-12-26,406.10,399.43,406.10,398.31,52980150
2012-12-27,409.97,408.32,410.68,406.58,69702680
2012-12-28,413.73,409.49,413.73,408.32,54265930
2013-01-02,418.35,415.50,419.05,414.41,60311180
2013-01-03,419.27,419.51,420.39,413.68,96108870
2013-01-04,426.06,418.75,426.48,417.50,62614690
2013-01-07,434.19,428.53,434.64,426.86,75204280
2013-01-08,447.16,437.25,447.16,437.15,83496290
2013-01-09,448.77,447.16,457.75,442.26,131421730
2013-01-10,460.12,447.99,460.12,444.08,69049730
2013-01-11,462.69,468.39,469.16,461.74,71736170
2013-01-14,458.97,458.08,462.08,455.51,66848260
2013-01-15,461.42,459.24,461.42,455.93,85189720
2013-01-16,465.25,462.17,470.34,462.17,93433920
2013-01-17,456.76,465.66,466.55,456.76,94351780
2013-01-18,454.16,458.21,459.82,450.28,80290320
2013-01-21,447.79,453.91,456.34,447.79,54041190
2013-01-22,442.85,449.01,450.80,441.24,65199100
2013-01-23,443.37,443.96,447.79,440.48,47135470
2013-01-24,452.40,444.34,452.40,444.19,46685140
2013-01-25,468.09,455.28,468.09,455.25,81211500
2013-01-28,479.60,474.27,485.67,474.27,104590640
2013-01-29,484.01,478.02,484.34,476.33,83689610
2013-01-30,487.60,486.67,490.89,482.76,81816460
2013-01-31,479.79,484.04,485.19,479.79,77545380
2013-02-01,483.42,477.11,483.42,473.23,57696770
2013-02-04,482.38,487.06,488.96,482.38,50205730
2013-02-05,477.36,481.82,482.56,477.36,53187860
2013-02-06,488.36,479.62,488.62,479.62,61098630
2013-02-07,490.62,490.88,493.72,488.03,66319750
2013-02-08,494.03,491.85,495.72,489.64,58838750
2013-02-18,493.95,497.87,497.87,493.95,67678930
2013-02-19,490.78,493.40,495.39,490.33,101269460
2013-02-20,494.83,487.99,495.82,487.68,75889430
2013-02-21,476.73,494.83,497.70,476.73,121293570
2013-02-22,477.69,482.03,487.11,470.23,105270730
2013-02-25,483.69,481.67,483.97,478.30,47308020
2013-02-26,465.05,482.50,482.50,463.64,90251400
2013-02-27,465.72,465.89,467.50,459.64,68059040
2013-02-28,474.56,465.72,476.41,465.72,50678370
2013-03-01,477.15,476.51,480.39,475.46,48407200
2013-03-04,468.74,477.04,479.06,468.74,64871200
2013-03-05,462.12,467.36,467.84,461.61,57356100
2013-03-06,471.09,466.96,471.09,464.19,32607820
2013-03-07,466.63,470.73,472.54,466.63,41508530
2013-03-08,470.68,468.10,471.75,468.10,30142850
2013-03-11,476.50,471.29,476.79,469.78,53886210
2013-03-12,475.34,475.23,478.67,470.51,57757820
2013-03-13,473.18,476.43,478.05,471.85,48212190
2013-03-14,474.60,471.63,474.60,470.81,44795250
2013-03-15,481.35,474.99,481.35,474.45,72403940
2013-03-18,479.13,481.53,482.59,478.54,46990510
2013-03-19,480.48,478.45,482.21,477.55,33082800
2013-03-20,487.04,481.88,488.94,480.53,43035240
2013-03-21,491.79,488.64,494.57,488.43,48020700
2013-03-22,489.99,492.88,500.59,486.15,49788230
2013-03-25,493.57,491.76,495.64,488.55,34344960
2013-03-26,489.46,494.19,496.32,489.14,36516000
2013-03-27,491.26,489.30,492.46,485.34,34896540
2013-03-28,490.67,491.64,495.12,487.67,40663170
2013-03-29,491.04,487.01,492.96,483.50,35064860
2013-04-01,505.81,490.66,505.81,489.90,48073090
2013-04-02,509.43,507.31,514.10,507.22,66367870
2013-04-03,505.93,509.29,511.59,502.38,53224708
2013-04-04,497.35,505.54,506.63,497.35,48524380
2013-04-05,502.58,501.16,503.36,497.83,44598800
2013-04-08,506.66,505.00,507.75,501.91,49051910
2013-04-09,510.49,505.09,512.85,504.16,58149210
2013-04-10,496.50,512.15,518.46,496.50,64402460
2013-04-11,504.07,501.39,504.51,497.08,46971210
2013-04-12,494.27,505.37,505.90,490.82,50701340
2013-04-15,480.02,491.65,491.77,478.80,51237740
2013-04-16,478.07,475.07,479.97,466.56,46214530
2013-04-17,483.99,482.17,483.99,476.53,28380260
2013-04-18,473.21,483.99,483.99,471.10,35218830
2013-04-22,468.43,471.81,472.95,466.78,37044620
2013-04-23,473.69,470.59,475.48,469.13,30789420
2013-04-24,472.89,474.48,475.75,472.89,30220170
2013-04-25,476.59,474.87,477.80,474.29,36674860
2013-04-26,474.51,477.04,479.12,474.43,30585010
2013-05-02,473.02,474.54,476.42,472.16,20665090
2013-05-03,475.24,471.14,475.24,470.81,24532380
2013-05-06,488.32,478.94,488.32,478.94,47981930
2013-05-07,485.58,489.35,491.56,484.39,54751810
2013-05-08,485.07,486.74,488.04,483.03,37540320
2013-05-09,486.22,485.44,488.57,485.20,46080290
2013-05-10,486.10,488.10,490.76,484.75,40392770
2013-05-13,488.93,486.96,490.38,486.96,34259220
2013-05-14,483.85,486.94,487.45,480.79,43778020
2013-05-15,485.97,482.82,487.52,481.80,35892100
2013-05-16,490.34,486.00,491.44,485.28,43474450
2013-05-17,487.60,489.99,491.85,487.60,43152850
2013-05-20,492.27,487.61,492.96,486.57,46611100
2013-05-21,500.18,496.09,502.60,495.95,78862860
2013-05-22,502.23,503.23,504.68,501.44,60738030
2013-05-23,498.22,501.15,506.58,498.22,76788480
2013-05-24,500.24,498.77,503.60,495.96,58885910
2013-05-27,512.41,504.38,516.08,504.38,91278250
2013-05-28,516.33,515.62,517.97,512.81,83366050
2013-05-29,515.09,517.91,520.36,511.32,93465370
2013-05-30,521.45,517.18,521.45,513.68,73554110
2013-05-31,518.39,526.58,526.58,518.39,97869300
2013-06-03,517.03,518.30,521.35,516.64,72365040
2013-06-04,510.69,517.03,521.05,510.69,75405700
2013-06-05,514.64,512.37,514.64,508.86,54216330
2013-06-06,520.90,513.43,521.28,513.16,69643400
2013-06-07,527.97,523.21,527.97,523.19,73350530
2013-06-10,524.56,530.97,533.15,524.56,75001890
2013-06-11,521.95,525.20,525.68,520.94,59009640
2013-06-12,518.24,521.21,524.91,518.24,64902640
2013-06-13,515.09,518.28,519.54,510.07,60674390
2013-06-14,509.03,517.14,518.00,509.03,58737880
2013-06-17,498.52,510.52,511.23,498.31,73309030
2013-06-18,498.88,497.06,500.54,495.50,51411630
2013-06-19,503.37,501.58,504.11,500.61,42149080
2013-06-20,499.51,502.22,503.75,498.55,48665180
2013-06-21,498.84,497.30,501.25,495.23,92632850
2013-06-24,489.74,500.44,501.14,487.41,54963830
2013-06-25,473.02,487.04,488.55,466.78,82915860
2013-06-26,473.53,473.26,476.47,466.41,51883710
2013-06-27,482.95,476.33,482.95,475.00,42119150
2013-06-28,481.13,484.84,485.94,479.94,42072790
2013-07-01,480.04,478.98,482.03,475.26,30796540
2013-07-02,489.84,480.72,490.14,480.72,32480660
2013-07-03,487.35,489.84,492.93,487.11,36474440
2013-07-04,487.22,489.23,490.65,486.49,36277730
2013-07-05,485.66,488.06,489.99,485.22,37205860
2013-07-08,482.77,485.24,485.95,480.58,34633300
2013-07-09,485.50,483.96,485.50,481.14,26299100
2013-07-10,484.43,487.81,489.83,484.43,30250970
2013-07-11,484.47,484.38,485.44,482.11,28820560
2013-07-12,493.99,485.14,493.99,485.13,47970580
2013-07-15,494.10,496.12,498.32,492.95,41864550
2013-07-16,496.22,494.66,497.83,493.74,40224850
2013-07-17,497.50,496.38,498.42,493.37,41625080
2013-07-18,496.84,495.68,500.51,494.23,49439580
2013-07-19,503.76,499.64,505.38,499.28,42574930
2013-07-22,506.16,505.11,507.71,501.63,48725640
2013-07-23,504.29,506.16,508.64,504.22,47457480
2013-07-24,494.18,503.67,504.27,493.36,55245500
2013-07-25,491.78,493.75,495.85,491.76,32971850
2013-07-26,493.93,493.50,495.16,487.92,13145432
2013-07-29,485.69,493.81,494.36,485.56,29602500
2013-07-30,488.54,485.78,490.36,485.74,26663830
2013-07-31,491.85,488.10,493.10,487.10,24088410
2013-08-01,492.43,490.90,494.31,489.57,27992370
2013-08-02,494.66,493.33,495.71,493.02,24490540
2013-08-05,493.66,494.38,496.74,492.75,24131750
2013-08-06,496.56,492.69,496.56,491.91,29499900
2013-08-07,500.10,496.95,502.26,495.02,35379890
2013-08-08,498.22,499.53,503.51,497.05,28051650
2013-08-09,500.62,498.88,502.04,498.88,25936720
2013-08-12,499.46,501.04,501.12,497.53,25895260
2013-08-13,497.73,499.46,502.63,497.40,35557220
2013-08-14,503.57,498.51,503.89,496.35,34135960
2013-08-15,508.22,505.03,509.60,505.03,61913560
2013-08-16,507.79,508.22,510.22,505.48,59756870
2013-08-19,511.02,507.27,513.34,507.16,60613020
2013-08-20,504.81,509.59,510.59,504.11,59507840
2013-08-21,502.70,504.77,504.78,497.01,51076640
2013-08-22,496.12,499.82,503.92,494.40,50905010
2013-08-23,486.82,496.12,497.89,482.78,52560820
2013-08-26,490.54,485.26,490.54,478.59,38985570
2013-08-27,485.57,488.23,489.89,485.57,24681170
2013-08-28,473.30,482.48,482.48,470.29,65368120
2013-08-29,468.55,473.33,477.09,468.55,37998330
2013-08-30,472.70,469.64,472.70,462.13,33924820
2013-09-03,472.17,473.56,477.08,470.26,24864290
2013-09-04,471.45,472.77,476.42,469.30,39162900
2013-09-05,477.57,473.62,477.77,470.72,37421420
2013-09-06,480.03,479.18,480.55,475.16,34861070
2013-09-09,470.16,474.60,476.48,469.39,39165760
2013-09-10,474.53,470.16,475.62,470.16,27533440
2013-09-11,476.40,474.53,478.95,473.68,32033750
2013-09-12,475.59,474.97,477.25,474.91,25047660
2013-09-13,476.42,475.11,478.00,474.54,28013440
2013-09-16,475.57,478.32,478.70,473.97,36896450
2013-09-17,477.73,476.21,480.16,475.82,35374160
2013-09-18,474.26,478.65,479.25,473.52,34813400
2013-09-19,476.09,477.99,478.99,475.69,32482700
2013-09-20,477.19,476.12,477.19,474.70,83027350
2013-09-23,479.09,476.79,479.09,475.06,40162060
2013-09-24,482.82,478.88,483.78,478.85,52746780
2013-09-25,486.22,482.41,488.98,482.41,79359350
2013-09-26,485.11,486.28,487.88,482.61,48487850
2013-09-27,486.61,484.68,487.82,483.85,43514290
2013-09-30,492.63,487.12,492.65,486.70,65644630
2013-10-01,492.24,491.92,496.59,491.34,98030960
2013-10-02,494.39,492.58,496.86,492.58,75217440
2013-10-03,492.30,495.00,495.00,491.59,61651890
2013-10-04,497.50,492.17,497.73,490.43,57891700
2013-10-07,500.47,497.45,502.16,496.92,64102510
2013-10-08,502.22,500.53,502.64,497.58,69394720
2013-10-09,500.67,501.28,502.52,499.53,62003910
2013-10-10,494.81,500.34,501.64,494.81,65565500
2013-10-11,494.53,496.71,498.58,494.53,52493570
2013-10-14,493.62,494.31,495.67,492.81,36865050
2013-10-15,495.72,493.03,495.72,492.37,49217000
2013-10-16,498.96,495.59,500.60,495.02,68958650
2013-10-17,499.59,501.88,502.64,498.83,60617540
2013-10-18,500.83,499.89,501.39,497.91,67031980
2013-10-21,501.57,501.80,503.72,500.25,109920270
2013-10-22,500.57,500.94,502.95,498.74,68523680
2013-10-23,504.05,501.41,504.81,501.41,77983670
2013-10-24,501.17,503.47,505.74,500.64,84151930
2013-10-25,500.75,502.80,503.17,499.53,59990570
2013-10-28,496.46,501.27,501.86,496.46,64298540
2013-10-29,497.08,494.66,497.74,494.01,48772840
2013-10-30,499.07,498.00,500.97,497.95,38969860
2013-10-31,497.41,500.04,500.59,497.41,38620230
2013-11-01,497.08,499.21,499.27,496.93,38485380
2013-11-04,497.07,497.25,498.49,495.68,62434130
2013-11-05,499.79,497.38,500.28,495.84,74452200
2013-11-06,502.52,500.83,502.52,499.58,76253370
2013-11-07,499.86,501.40,503.30,499.29,104887510
2013-11-08,498.61,498.80,500.47,498.33,63364460
2013-11-11,501.08,498.03,501.08,497.41,87692440
2013-11-12,497.65,500.81,501.36,496.79,118886010
2013-11-13,496.12,496.90,498.62,495.68,63518970
2013-11-14,497.85,496.67,498.79,496.12,60230390
2013-11-15,501.34,497.88,502.12,497.72,90780020
2013-11-18,506.48,503.33,507.41,503.33,113389010
2013-11-19,504.71,505.45,507.63,504.71,91657220
2013-11-20,505.52,504.68,505.75,502.98,103452470
2013-11-21,503.54,507.00,510.21,503.54,169313020
2013-11-22,505.64,504.52,506.46,502.83,101235280
2013-11-25,506.46,506.94,509.72,506.08,89988180
2013-11-26,509.16,506.98,510.75,504.65,89242010
2013-11-27,508.43,510.96,513.25,507.66,97463060
2013-11-28,507.71,508.53,509.15,506.99,77302730
2013-11-29,507.78,507.42,508.78,506.05,97557500
2013-12-02,508.53,509.13,509.48,507.10,75143330
2013-12-03,511.62,508.13,514.83,508.13,121894670
2013-12-04,510.88,512.01,513.40,510.66,105380250
2013-12-05,510.03,510.39,512.21,507.52,100718390
2013-12-06,510.12,510.03,512.37,509.76,76480180
2013-12-09,511.23,514.13,514.13,510.94,100343600
2013-12-10,511.60,512.10,513.83,510.24,78954520
2013-12-11,505.31,511.70,511.81,504.90,101559530
2013-12-12,506.92,503.77,507.68,503.76,67902440
2013-12-13,506.06,507.07,509.35,505.49,63123560
2013-12-16,502.04,503.46,506.52,502.04,57654010
2013-12-17,505.67,503.24,505.67,502.04,69511200
2013-12-18,505.25,505.10,506.11,503.66,61253700
2013-12-19,506.28,505.90,508.04,504.92,106818860
2013-12-20,504.45,507.39,508.29,504.45,124403730
2013-12-23,508.68,506.60,509.41,505.73,98124320
2013-12-24,505.62,508.61,509.54,505.62,84945860
2013-12-25,504.42,506.37,506.53,503.03,70603710
2013-12-26,506.55,504.41,507.57,503.59,69552630
2013-12-27,506.41,507.08,510.09,506.41,70524800
2013-12-30,500.35,506.35,507.02,500.35,86921280
2013-12-31,504.63,500.04,506.44,499.49,59559870
2014-01-02,504.51,505.61,506.71,503.04,54996230
2014-01-03,505.37,504.41,506.28,503.94,50143840
2014-01-06,509.10,505.74,509.10,504.28,68130860
2014-01-07,510.12,510.84,513.00,509.87,71634380
2014-01-08,513.90,511.03,514.20,509.01,68649490
2014-01-09,516.98,513.66,516.98,513.52,88973710
2014-01-10,518.94,518.33,523.06,518.24,92706120
2014-01-13,521.11,519.31,522.32,518.78,68452030
2014-01-14,522.31,521.13,524.59,520.63,85746090
2014-01-15,526.68,523.72,527.09,522.45,126132570
2014-01-16,533.54,528.83,533.54,527.90,91792850
2014-01-17,543.59,536.81,549.88,536.81,114980130
2014-01-20,553.67,548.22,559.93,548.22,101980700
2014-01-21,559.91,555.72,560.18,547.65,91154110
2014-01-22,551.92,561.34,564.61,551.92,114735990
2014-01-23,553.55,550.88,556.50,550.52,68217050
2014-01-24,560.19,555.66,560.19,553.46,85521800
2014-01-27,556.52,560.45,560.49,556.35,65492100
2014-02-06,554.68,555.51,557.29,551.45,87875560
2014-02-07,549.76,557.71,558.51,549.37,119495580
2014-02-10,555.90,550.41,555.90,548.56,106904960
2014-02-11,553.90,559.74,561.83,553.90,170844850
2014-02-12,564.25,555.55,564.25,554.26,122316320
2014-02-13,570.18,567.58,570.68,565.27,145697620
2014-02-14,572.22,573.09,576.18,569.38,138337230
2014-02-17,570.20,571.91,572.85,567.89,159214900
2014-02-18,574.56,570.80,574.56,570.16,154772030
2014-02-19,578.12,578.53,578.80,573.86,153445030
2014-02-20,571.04,579.64,584.10,565.31,254367230
2014-02-21,570.57,570.95,574.61,565.33,116346370
2014-02-24,576.58,571.94,576.58,570.07,113232880
2014-02-25,586.20,575.49,586.20,575.49,141747900
2014-02-26,589.81,590.64,590.79,582.96,154261340
2014-02-27,584.79,587.82,596.40,584.79,223033340
2014-02-28,586.48,586.12,591.36,581.63,116336020
2014-03-03,573.38,586.65,587.11,573.37,141965580
2014-03-04,569.97,569.34,572.28,563.55,122493930
2014-03-05,574.94,569.97,577.50,569.97,102976780
2014-03-06,578.56,576.17,580.04,574.58,131565670
2014-03-07,579.75,579.40,582.24,579.10,149392490
2014-03-10,583.69,580.84,584.81,579.98,140462540
2014-03-11,588.50,585.10,589.45,582.20,158741000
2014-03-12,590.02,590.94,596.38,590.02,168708960
2014-03-13,595.22,590.83,595.22,590.36,130339060
2014-03-14,596.83,596.20,600.68,594.51,160384630
2014-03-17,600.36,603.05,603.24,598.70,161239500
2014-03-18,599.85,602.01,603.21,597.78,193120370
2014-03-19,605.59,600.73,605.91,600.42,188807570
2014-03-20,600.26,607.39,608.51,600.03,184719960
2014-03-21,601.75,600.26,607.22,600.26,224867350
2014-03-24,607.55,606.55,609.20,604.18,189271920
2014-03-25,601.85,609.01,609.46,601.85,245417840
2014-03-26,588.06,603.54,603.68,587.52,246459580
2014-03-27,590.14,588.94,591.70,582.81,146465260
2014-03-28,594.29,592.82,595.70,590.59,116220650
2014-03-31,591.57,594.29,597.22,591.57,117084100
2014-04-01,583.85,590.93,593.03,582.30,167165310
2014-04-02,581.67,584.17,586.50,574.40,142309840
2014-04-03,589.44,584.45,590.91,582.83,99127880
2014-04-04,593.04,589.90,593.72,588.34,92353580
2014-04-07,600.57,595.72,602.55,595.35,108560420
2014-04-08,603.25,600.71,603.25,598.52,109210640
2014-04-10,601.33,603.25,608.89,600.43,110558340
2014-04-11,600.57,597.87,602.01,594.96,104068010
2014-04-14,596.11,602.67,602.70,596.05,96128090
2014-04-15,586.09,596.00,597.99,586.09,126833620
2014-04-16,574.29,583.64,585.51,567.61,143009880
2014-04-17,580.31,580.39,583.51,575.83,86527800
2014-04-18,565.33,580.89,580.89,565.33,106747120
2014-04-21,558.14,564.21,568.44,558.14,93868870
2014-04-22,569.87,560.63,569.87,556.47,84120410
2014-04-23,569.36,569.83,573.39,567.04,63157600
2014-04-24,570.46,568.38,571.57,566.94,51518060
2014-04-25,578.92,571.71,580.74,571.71,58226790
2014-04-28,573.10,579.05,580.70,573.10,55208230
2014-04-29,578.00,570.64,578.21,570.64,45941890
2014-05-05,564.85,578.45,580.11,564.47,73606800
2014-05-06,555.11,561.86,562.36,545.97,98267720
2014-05-07,559.97,558.04,561.56,553.21,46793760
2014-05-08,527.09,550.75,550.75,525.37,128293230
2014-05-09,542.46,522.82,542.56,522.70,115488640
2014-05-12,517.05,536.82,536.82,512.25,95024400
2014-05-13,513.91,508.76,518.45,508.51,92140330
2014-05-14,529.53,510.16,529.59,509.82,106635850
2014-05-15,524.05,529.39,537.27,512.41,125655190
2014-05-16,529.49,522.00,529.49,519.39,79135650
2014-05-19,533.04,530.31,534.68,525.82,94450040
2014-05-20,537.52,531.00,537.93,527.69,102485880
2014-05-21,543.88,537.95,543.93,533.19,99864170
2014-05-22,541.73,543.35,547.20,541.43,122207050
2014-05-23,541.49,542.44,545.30,540.51,84206790
2014-05-26,544.06,541.43,544.93,536.27,70850070
2014-05-27,552.75,543.55,552.75,542.49,121729360
2014-05-28,557.34,554.32,557.93,553.03,107355240
2014-05-29,558.45,556.30,562.33,555.32,114247620
2014-05-30,562.02,558.78,565.05,557.20,81363300
2014-06-02,556.80,560.29,563.12,554.44,78700670
2014-06-03,558.76,557.34,560.62,554.96,53795920
2014-06-04,553.46,559.13,559.19,550.23,67155660
2014-06-05,551.10,552.20,553.96,548.47,53199850
